,disclosure_year,disclosure_date,transaction_date,owner,asset_description,type_detailed,amount,representative,district,cap_gains_over_200_usd,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,name,name_committee,party,education,assumed_office,born,age,in_office,Agriculture,Appropriations,Armed_Services,Budget,Education_and_Labor,Energy_and_Commerce,Ethics,Financial_Services,Foreign_Affairs,Homeland_Security,House_Administration,Judiciary,Natural_Resources,Oversight_and_Reform,Rules,Science_Space_and_Technology,Small_Business,Transportation_and_Infrastructure,Veterans_Affairs,Ways_and_Means
106,2020,11/17/2020,2020-10-30,,Apple Inc.,purchase,"$1,001 - $15,000",James R. Langevin,RI02,False,AAPL,,Purchase,1,2255969107000.0,-0.0008267499540695056,0.01231819349472163,-0.013144943448791135,0.09029946720558524,0.07323636986385162,0.017063097341733613,0.13062649274297256,0.12203513192821935,0.008591360814753202,-0.05601803676725625,-0.012129506270184387,-0.043888530497071865,-0.05372044506258711,-0.05639480693370735,0.0026743618711202455,-0.06001208876608233,-0.02766577460600661,-0.03234631416007572,0.046,James Langevin,James R. Langevin,Democratic,Rhode Island College; BA; Harvard University; MPA,2001,1964-04-22,56,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,2020,12/01/2020,2020-11-04,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,0.03549369290996074,0.019460190971818836,0.016033501938141903,0.03949543279686818,0.03752642706131071,0.001969005735557472,0.07655502392344493,0.07217201403247908,0.00438300989096585,0.04083665338645437,0.022047038430944355,0.018789614955510014,0.03372302158273377,0.05270816837509895,-0.018985146792365182,-0.013304721030042987,0.010212314038191339,-0.023517035068234327,0.035,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
108,2020,12/28/2020,2020-11-05,self,Apple Inc.,sale_full,"$1,001 - $15,000",Katherine M. Clark,MA05,False,AAPL,,Sale,1,2255969107000.0,0.002856422750567078,0.00028771240154390476,0.0025687103490231733,-0.0015122238091236362,-0.007565981569314539,0.006053757760190903,-0.04494665210451143,-0.05463686991696237,0.00969021781245094,-0.03549369290996096,-0.019460190971818836,-0.016033501938142125,-0.03217134928893528,-0.060523668397726826,0.028352319108791546,-0.0518734535171439,-0.0444814710126602,-0.007391982504483696,0.035,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2020,12/10/2020,2020-11-06,self,Apple Inc.,sale_partial,"$500,001 - $1,000,000",Nancy Pelosi,CA12,False,AAPL,,Sale,6,2255969107000.0,0.01996798382340559,-0.011699872344305584,0.03166785616771117,-0.004802426489173506,-0.021573242454636654,0.01677081596546315,-0.026034206757098444,-0.0465544360353789,0.020520229278280455,0.002856422750567078,0.00028771240154390476,0.0025687103490231733,-0.09029946720558524,-0.0732363698638514,-0.017063097341733835,-0.03136948209940904,-0.026317097778882692,-0.0050523843205263486,0.035,Nancy Pelosi,Nancy Pelosi,Democratic,Trinity Washington University; BA,1987,1940-03-26,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2020,12/28/2020,2020-11-10,self,Apple Inc.,sale_full,"$1,001 - $15,000",Katherine M. Clark,MA05,False,AAPL,,Sale,1,2255969107000.0,-0.030352677416573215,-0.007651888434169196,-0.02270078898240402,-0.029490385444511436,-0.018050897891147333,-0.011439487553364103,-0.055531603000775975,-0.03326159981723453,-0.022270003183541442,0.0030089408528197747,0.001399802844669784,0.0016091380081499906,-0.05007243752263668,-0.052348359828562785,0.0022759223059261036,0.008549200649739186,-0.019671395662514746,0.02822059631225393,0.035,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2020,12/01/2020,2020-11-17,joint,Apple Inc.,purchase,"$1,001 - $15,000",Donald Sternoff Beyer,VA08,False,AAPL,,Purchase,1,2255969107000.0,-0.01139123879721915,-0.01156383241031389,0.0001725936130947403,-0.03534634391490077,0.007169908547650206,-0.042516252462550974,0.06085099254543924,0.027671192648350162,0.03317979989708908,-0.0075644222776390935,-0.004791957892530951,-0.002772464385108142,0.029490385444511436,0.018050897891147333,0.011439487553364103,0.0031087212233238404,0.03608692781753309,-0.03297820659420925,0.035,Don Beyer,Don Beyer,Democratic,Williams College; BA,2015,1950-06-20,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
112,2020,12/15/2020,2020-11-19,,Apple,purchase,"$15,001 - $50,000",Gilbert Cisneros,CA39,False,AAPL,,Purchase,2,2255969107000.0,-0.010957518543492917,-0.0067925413261787915,-0.004164977217314125,-0.01727916385704653,0.01576829979870853,-0.03304746365575506,0.11159811193526625,0.02942317839564268,0.08217493353962357,0.005168177581970745,0.003946420613320845,0.0012217569686499008,-0.004781478063920708,0.01268302888597983,-0.017464506949900538,0.009616202876350899,0.040297753200585484,-0.030681550324234586,0.035,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,2020,12/09/2020,2020-11-20,joint,Apple Inc.,sale_full,"$1,001 - $15,000",Joseph D. Morelle,NY25,True,AAPL,,Sale,1,2255969107000.0,0.02974262825975804,-0.00563591695385024,0.03537854521360828,-0.01457303562297585,-0.018015257734277146,0.0034422221113012963,-0.116073035622976,-0.03723640493149771,-0.07883663069147828,0.010957518543492917,0.0067925413261786804,0.004164977217314236,0.01609927888646656,0.007701211943712316,0.008398066942754245,-0.004021562419782576,-0.035505128712640666,0.03148356629285809,0.035,Joseph Morelle,Joe Morelle,Democratic,State University of New York at Geneseo; BA,2018,1957-04-29,63,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2020,12/02/2020,2020-11-24,,Apple Inc.,purchase,"$15,001 - $50,000",Michael Garcia,CA25,False,AAPL,,Purchase,2,2255969107000.0,0.007467222366935866,-0.0015844155129681736,0.00905163787990404,0.06868108014239827,0.009242423825648327,0.05943865631674994,0.18685421550751058,0.02749346015992704,0.15936075534758354,0.011594202898550732,0.016161717804443754,-0.004567514905893022,-0.03534634391490077,0.007169908547650206,-0.042516252462550974,0.0011300417246173922,0.04906229890430791,-0.04793225717969052,0.035,Mike Garcia,Mike Garcia,Republican,United States Naval Academy; BS; Georgetown University; MA,2020,1976-04-24,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,2020,05/29/2020,2020-04-03,self,ABB Ltd,sale_full,"$1,001 - $15,000",Katherine M. Clark,MA05,False,ABB,,Sale,1,4208343480.0000005,-0.06739526411657559,-0.07033130412070787,0.0029360400041322787,-0.08136004857316337,-0.10968999256625067,0.028329943993087303,-0.07285974499089276,-0.14456432202197989,0.07170457703108712,0.024289099526066393,0.015137124539950086,0.009151974986116307,0.0960482985729968,0.020783247490625434,0.07526505108237136,0.26044005388414915,0.20493463509386212,0.05550541879028703,,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2020,05/29/2020,2020-04-03,self,ABB Ltd,sale_full,"$1,001 - $15,000",Katherine M. Clark,MA05,False,ABB,,Sale,1,4208343480.0000005,-0.06739526411657559,-0.07033130412070787,0.0029360400041322787,-0.08136004857316337,-0.10968999256625067,0.028329943993087303,-0.07285974499089276,-0.14456432202197989,0.07170457703108712,0.024289099526066393,0.015137124539950086,0.009151974986116307,0.0960482985729968,0.020783247490625434,0.07526505108237136,0.26044005388414915,0.20493463509386212,0.05550541879028703,,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2020,12/28/2020,2020-11-05,self,Abb ltd,purchase,"$1,001 - $15,000",Katherine M. Clark,MA05,False,ABB,,Purchase,1,4208343480.0000005,0.016337386018236977,-0.00028771240154390476,0.01662509841978088,0.018996960486322267,0.007565981569314539,0.011430978917007728,0.028875379939209633,0.05463686991696237,-0.02576148997775274,0.02452316076294281,0.019460190971818836,0.005062969791123972,0.08625670656211315,0.060523668397726826,0.025733038164386324,0.01582400617522195,0.0444814710126602,-0.02865746483743825,,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2020,12/28/2020,2020-11-10,self,Abb ltd,purchase,"$1,001 - $15,000",Katherine M. Clark,MA05,False,ABB,,Purchase,1,4208343480.0000005,-0.0014776505356483005,0.007651888434169196,-0.009129538969817497,0.022534170668636833,0.018050897891147333,0.0044832727774895,-0.011821204285186515,0.03326159981723453,-0.04508280410242105,0.012719790497568217,-0.001399802844669784,0.014119593342238002,0.06365422396856579,0.052348359828562785,0.011305864140003008,0.00819366852886394,0.019671395662514746,-0.011477727133650806,,Katherine Clark,Katherine Clark,Democratic,St. Lawrence University; BA; Cornell University; JD; Harvard University; MPA,2013,1963-07-17,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2020,02/06/2020,2020-01-07,,Abbvie,sale_full,"$1,001 - $15,000",Kurt Schrader,OR05,False,ABBV,,Sale,1,189170539100.0,-0.007087411407357358,-0.0049024150649641385,-0.0021849963423932195,0.007762402969962889,-0.014200631413761489,0.021963034383724378,-0.038249521880976634,-0.027965698540087347,-0.010283823340889287,0.005704697986577245,0.0028032085956849473,0.002901489390892298,-0.004179846362404094,-0.004932806422271785,0.0007529600598676911,-0.0193807339449541,-0.03997095824927066,0.020590224304316562,,Kurt Schrader,Kurt Schrader,Democratic,Cornell University; BA; University of Illinois at Urbana–Champaign; BS; DVM,2009,1951-10-19,69,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2020,03/09/2020,2020-02-27,--,AbbVie Inc.,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,False,ABBV,,Purchase,1,189170539100.0,0.0033949894638256595,-0.008238327357692588,0.011633316821518247,0.060758604542261674,0.0151673850864118,0.045591219455849874,-0.11917583704050583,-0.11820690488659713,-0.000968932153908697,-0.0338197036534329,-0.044163278665378725,0.010343575011945827,-0.09349464077257774,-0.11694132923044076,0.02344668845786302,0.01666269935729603,-0.08165851222241749,0.09832121157971352,,Rob Wittman,Rob Wittman,Republican,Virginia Tech; BS; University of North Carolina at Chapel Hill; MPH; Virginia Commonwealth University; PhD,2007,1959-02-03,61,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,2020,08/07/2020,2020-06-29,self,AbbVie Inc.,sale_full,"$1,001 - $15,000",William R. Timmons,SC04,True,ABBV,,Sale,1,189170539100.0,-0.01804230609705515,-0.015409859690034278,-0.002632446407020872,-0.030174201576109505,-0.030158127104322086,-1.6074471787419498e-05,0.004147656574035596,-0.06320498879878422,0.06735264537281982,-0.00322479975033807,-0.01468569814393228,0.01146089839359421,0.008532949521949162,0.02072575420320366,-0.012192804681254499,-0.07119848939242468,-0.007759767372010007,-0.06343872202041467,,William Timmons,William Timmons,Republican,George Washington University; BA; University of South Carolina; MA; JD,2019,1984-04-30,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,2020,10/24/2020,2020-10-13,self,AbbVie Inc.,purchase,"$15,001 - $50,000",Debbie Dingell,MI12,False,ABBV,,Purchase,2,189170539100.0,-0.020038711146533106,-0.006623138843883547,-0.013415572302649559,-0.04076056017306162,-0.019593215126725183,-0.02116734504633644,0.11123761812592514,0.007141372407764468,0.10409624571816067,-0.005548007246376718,-0.0063069078891522246,0.0007589006427755063,0.02258702992199324,0.044921822698939184,-0.022334792776945944,-0.020847268673355734,0.051170767771036685,-0.07201803644439242,0.113,Debbie Dingell,Debbie Dingell,Democratic,Georgetown University; BS; MS,2015,1953-11-23,67,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,2020,11/22/2020,2020-11-17,,AbbVie Inc.,purchase,"$15,001 - $50,000",Bob Gibbs,OH07,False,ABBV,,Purchase,2,189170539100.0,-0.004939018244128568,-0.01156383241031389,0.006624814166185322,0.047878238080838686,0.007169908547650206,0.04070832953318848,0.052817256324967365,0.027671192648350162,0.025146063676617203,0.008641724278161789,-0.004791957892530951,0.01343368217069274,0.003438859107919523,0.018050897891147333,-0.01461203878322781,0.14999420424249443,0.03608692781753309,0.11390727642496135,0.128,Bob Gibbs,Bob Gibbs,Republican,"Ohio State University, Wooster",2011,1954-06-14,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
127,2020,12/29/2020,2020-11-17,joint,AbbVie,sale_full,"$15,001 - $50,000",Kenny Marchant,TX24,False,ABBV,,Sale,2,189170539100.0,0.004939018244128568,0.01156383241031389,-0.006624814166185322,-0.047878238080838686,-0.007169908547650206,-0.04070832953318848,-0.052817256324967365,-0.027671192648350162,-0.025146063676617203,-0.008641724278161789,0.004791957892530951,-0.01343368217069274,-0.003438859107919523,-0.018050897891147333,0.01461203878322781,-0.14999420424249443,-0.03608692781753309,-0.11390727642496135,0.128,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
128,2020,12/29/2020,2020-11-19,joint,AbbVie,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,ABBV,,Purchase,2,189170539100.0,0.011738737834855018,-0.0067925413261787915,0.01853127916103381,0.0523728303401223,0.01576829979870853,0.03660453054141377,0.03140363198555218,0.02942317839564268,0.0019804535899095033,0.009623176661264221,0.003946420613320845,0.0056767560479433765,0.021209016393442637,0.01268302888597983,0.008525987507462807,0.18302670623145412,0.040297753200585484,0.14272895303086863,0.128,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,2020,12/29/2020,2020-11-19,,AbbVie,purchase,"$15,001 - $50,000",Kenny Marchant,TX24,False,ABBV,,Purchase,2,189170539100.0,0.011738737834855018,-0.0067925413261787915,0.01853127916103381,0.0523728303401223,0.01576829979870853,0.03660453054141377,0.03140363198555218,0.02942317839564268,0.0019804535899095033,0.009623176661264221,0.003946420613320845,0.0056767560479433765,0.021209016393442637,0.01268302888597983,0.008525987507462807,0.18302670623145412,0.040297753200585484,0.14272895303086863,0.128,Kenny Marchant,Kenny Marchant,Republican,Southern Nazarene University (BA); Nazarene Theological Seminary,2005,1951-02-23,69,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130,2020,12/09/2020,2020-11-20,joint,AbbVie Inc.,sale_full,"$1,001 - $15,000",Joseph D. Morelle,NY25,False,ABBV,,Sale,1,189170539100.0,-0.013288377627925563,-0.00563591695385024,-0.007652460674075323,-0.037088456961523075,-0.018015257734277146,-0.01907319922724593,-0.024196747322491108,-0.03723640493149771,0.013039657609006605,-0.011738737834855018,0.0067925413261786804,-0.018531279161033698,-0.01817447495961222,0.007701211943712316,-0.025875686903324535,-0.21655205694293644,-0.035505128712640666,-0.18104692823029578,0.128,Joseph Morelle,Joe Morelle,Democratic,State University of New York at Geneseo; BA,2018,1957-04-29,63,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2020,05/13/2020,2020-04-23,,Ameris Bancorp,purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,ABCB,,Purchase,1,2645522370.0,0.03445107946715664,0.01391807849024218,0.02053300097691446,0.16812126779972436,0.040971477589534455,0.1271497902101899,0.11483693155718888,0.06932947315748073,0.045507458399708156,-0.00910332271279013,-0.000539418642450995,-0.008563904070339134,0.07825656265477954,-0.0006251004625743573,0.0788816631173539,0.14941921858500518,0.25046929471708235,-0.10105007613207717,0.835,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,2020,10/13/2020,2020-09-15,joint,Ameris Bancorp,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,ABCB,,Sale,1,2645522370.0,-0.014536126549807626,0.004618958014818264,-0.01915508456462589,0.07994869602394195,0.025176408326472943,0.054772287697469,-0.11415134672937155,-0.02415029989415518,-0.09000104683521637,0.025010421008753614,-0.005219385613883576,0.03022980662263719,0.04178615321589518,-0.02081732616212051,0.06260347937801569,0.09323512308586934,-0.008231977542145552,0.1014671006280149,1.501,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
134,2020,11/05/2020,2020-10-16,joint,Ameris Bancorp,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,ABCB,,Purchase,1,2645522370.0,-0.0038491147036182616,-0.016329822808936134,0.012480708105317873,0.12163202463433409,-0.005287314750230365,0.12691933938456446,0.34872979214780586,0.03608692781753309,0.3126428643302728,-0.003069838833461236,0.00013492797142977686,-0.0032047668048910127,0.003863987635239763,0.0019211246056374254,0.0019428630296023375,0.09481668773704155,0.029041586299176858,0.06577510143786469,1.501,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
135,2020,11/05/2020,2020-10-29,,Ameris Bancorp,purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,ABCB,,Purchase,1,2645522370.0,0.007565337001375516,-0.012129506270184387,0.019694843271559903,0.031636863823933936,0.060523668397726826,-0.02888680457379289,0.19773039889958732,0.10644359250901014,0.09128680639057718,0.030474840538625037,0.011947307117329942,0.018527533421295095,-0.0010305736860185544,-0.04151742150693927,0.04048684782092071,0.2776801405975393,-0.007603126395980153,0.28528326699351947,1.501,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,2020,02/14/2020,2020-01-13,joint,Ambev S.A. American Depositary Shares,purchase,"$50,001 - $100,000",Greg Gianforte,MT00,False,ABEV,,Purchase,3,3785804460.0,-0.004347826086956386,-0.0015145386587512855,-0.0028332874282051,-0.04130434782608683,0.009932697308196348,-0.05123704513428318,-0.1934782608695652,0.02609690006173726,-0.21957516093130247,-0.002169197396963196,0.006976281256220629,-0.009145478653183825,-0.0043290043290045155,0.012891679091144193,-0.017220683420148708,0.04545454545454519,0.049675660490595464,-0.004221115036050271,,Greg Gianforte,Greg Gianforte,Republican,"Stevens Institute of Technology (BS, MS)",2017,1961-04-17,59,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
137,2020,04/14/2020,2020-04-01,joint,Ambev S.A. American Depositary Shares,purchase,"$15,001 - $50,000",Greg Gianforte,MT00,False,ABEV,,Purchase,2,3785804460.0,0.026666666666666616,0.022829386763812964,0.003837279902853652,0.07111111111111112,0.11312689738919257,-0.042015786278081446,-0.04444444444444451,0.15067395264116556,-0.19511839708561007,-0.021739130434782483,-0.04414239782712159,0.02240326739233911,-0.05063291139240522,-0.0020439819677163795,-0.04858892942468884,-0.3202416918429003,-0.20054494325665073,-0.11969674858624957,,Greg Gianforte,Greg Gianforte,Republican,"Stevens Institute of Technology (BS, MS)",2017,1961-04-17,59,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
138,2020,07/09/2020,2020-06-15,joint,Ambev S.A. American Depositary Shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,ABEV,,Sale,1,3785804460.0,0.019157088122605304,-0.018962430582503575,0.03811951870510888,-0.03831417624521083,-0.016718896233275382,-0.021595280011935447,-0.015325670498084198,-0.04858164932384179,0.03325597882575759,0.03690036900369009,-0.008312207568449193,0.045212576572139285,0.13000000000000012,0.051293315472452194,0.07870668452754792,-0.3453608247422679,-0.08744326241134748,-0.25791756233092045,,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
139,2020,08/10/2020,2020-07-16,joint,Ambev S.A. American Depositary Shares,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,ABEV,,Purchase,1,3785804460.0,-0.015094339622641506,0.00284863958800452,-0.017942979210646026,0.05283018867924527,0.0062477259086257675,0.046582462770619504,-0.10943396226415092,0.051754432340144874,-0.1611883946042958,-0.014869888475836479,-0.0034061043340274377,-0.011463784141809041,-0.046762589928057596,0.02015196459447033,-0.06691455452252792,0.015325670498084198,0.04858164932384179,-0.03325597882575759,,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
140,2020,02/10/2020,2020-01-10,joint,"ABIOMEd, Inc.",purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,False,ABMD,,Purchase,1,14650598450.0,-0.11086422299799004,0.006976281256220629,-0.11784050425421067,-0.041150957368031316,0.01968242301744061,-0.060833380385471925,-0.11699989421347723,0.034942655458067184,-0.1519425496715444,0.029738506005527965,-0.0028552233792407122,0.03259372938476868,0.13331728010326827,0.009428567012380817,0.12388871309088745,0.040563597336122026,0.041260092603222054,-0.000696495267100028,0.123,Josh Gottheimer,Josh Gottheimer,Democratic,"University of Pennsylvania; BA; Pembroke College, Oxford; Harvard University; JD",2017,1975-03-08,45,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
141,2020,02/18/2020,2020-01-31,,"AbIoMED, Inc.",purchase,"$15,001 - $50,000",Gilbert Cisneros,CA39,False,ABMD,,Purchase,2,14650598450.0,-0.0018250578036962395,0.0072546442124061805,-0.00907970201610242,0.0033281981495625335,0.031681713336144224,-0.02835351518658169,-0.17209722325928511,-0.02957662640442471,-0.1425205968548604,-0.002997163339729103,-0.017705852615678808,0.014708689275949705,0.01808935402776246,-0.02122610735342756,0.03931546138119002,0.11357523543399095,0.001313138525249169,0.11226209690874178,0.123,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
142,2020,03/12/2020,2020-02-28,,"ABIOMED, Inc.",sale_full,"$1,001 - $15,000",Dean Phillips,MN03,False,ABMD,,Sale,1,14650598450.0,-0.03221096979974525,-0.04603922524388837,0.013828255444143123,-0.045388063715430915,-0.006143753681174813,-0.0392443100342561,0.033941104348536144,0.12511932083595656,-0.09117821648742042,0.024095667987270253,0.008238327357692699,0.015857340629577554,0.09883662595438258,0.11490674855816052,-0.016070122603777937,0.1965135659330286,0.09828950260054214,0.09822406333248646,0.136,Dean Phillips,Dean Phillips,Democratic,Brown University; BA; University of Minnesota; MBA,2019,1969-01-20,51,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
143,2020,05/13/2020,2020-04-09,,"AbIoMEd, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,ABMD,,Purchase,1,14650598450.0,-0.023050974512743738,-0.010104594561656355,-0.012946379951087383,0.03710644677661157,0.030374719515954274,0.006731727260657294,0.19496495502248856,0.028783218989038684,0.16618173603344988,0.024380879247456244,0.01448737809002254,0.009893501157433704,0.11725293132328307,0.10404843879852788,0.013204492524755196,-0.02822800947004178,-0.03206197978648462,0.0038339703164428363,0.136,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,2020,07/17/2020,2020-06-10,,"ABIOMEd, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros,CA39,True,ABMD,,Sale,1,14650598450.0,0.06079330034708785,0.058944121574601716,0.0018491787724861375,-0.015467370322209684,0.02402715868269112,-0.0394945290049008,-0.05461422943535066,0.010946228065226049,-0.06556045750057671,-0.021293095024835118,0.0053130787794885,-0.02660617380432362,-0.05381457124073985,-0.021541082401765,-0.03227348883897485,-0.3409418751835209,-0.08885930780258033,-0.2520825673809406,0.163,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,2020,09/14/2020,2020-08-11,,"ABIOMEd, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,False,ABMD,,Purchase,1,14650598450.0,0.025333197680333708,0.013996502374245878,0.01133669530608783,0.06216302099230164,0.01682519970363172,0.04533782128866992,-0.0851222911791637,0.0021837663370019023,-0.0873060575161656,-0.017165489539546996,-0.007969123366671771,-0.009196366172875226,-0.034321302298303547,0.008220147527151056,-0.0425414498254546,0.11477822710754859,0.04667131339009867,0.06810691371744992,0.102,Gil Cisneros,Gil Cisneros,Democratic,George Washington University (BA); Regis University (MBA); Brown University (MA),2019,1971-02-12,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,2020,04/05/2020,2020-02-20,,Abbott Laboratories,sale_full,"$1,001 - $15,000",Mikie Sherrill,NJ11,False,ABT,,Sale,1,194055915400.0,0.011417589871128064,0.010518108756295885,0.0008994811148321791,0.10479312683698838,0.11694132923044076,-0.012148202393452379,0.28984851910468,0.336718812532795,-0.046870293428114995,0.010071620411817528,0.0038155427255142094,0.0062560776863033185,0.003716634756166348,0.001840536181923036,0.0018760985742433123,0.006067415730337089,-0.013097590716057761,0.01916500644639485,0.213,Mikie Sherrill,Mikie Sherrill,Democratic,United States Naval Academy; BS; London School of Economics; MSc; Georgetown University; JD,2019,1972-01-19,48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
